Counter,Tank1EPProcessTemperature,Tank1EPPumpSpeed,Tank1EPPumpFlow,Tank1ResisChk,EPEndRunDT,EPMassEndRunDT,BatchNo,PartName,Size,ProcessEntity,EP EQR,Start Mass,Final Mass,Percent Rem,Qty Rem,EPEndRunDT_CST,start_tank_chg,end_tank_chg,tank_chg_period,conduc_test_count,total_period_mass,group_index,fi_submitter_name,UnitDispo,Part
665,-58.92189,1454.769,7.073225,-65536,58:41.5,11:15.1,32487784,32487784-004,31mm,EPTank,BSC0051077,335.9,256.2,23.7273,79.7,58:41.5,9/28/2023 12:44,9/28/2023 17:54,0 days 05:09:35,0,1360.9,33,walkep5,*PASS,32487784-004
666,-59.24247,1451.763,7.003599,-65536,17:34.6,12:39.4,32487784,32487784-009,31mm,EPTank,BSC0051077,338.7,259.2,23.4721,79.5,17:34.6,9/28/2023 12:44,9/28/2023 17:54,0 days 05:09:35,0,1360.9,33,walkep5,*PASS,32487784-009
667,-59.18621,1459.755,6.548709,-65536,17:34.6,12:07.1,32487784,32487784-007,31mm,EPTank,BSC0051077,336.3,256.9,23.60987,79.4,17:34.6,9/28/2023 12:44,9/28/2023 17:54,0 days 05:09:35,0,1360.9,33,walkep5,*PASS,32487784-007
668,-59.35543,1443.317,6.905289,-65536,36:13.4,13:27.7,32487784,32487784-012,31mm,EPTank,BSC0051077,337,257.8,23.50148,79.2,36:13.4,9/28/2023 12:44,9/28/2023 17:54,0 days 05:09:35,0,1360.9,33,walkep5,*PASS,32487784-012
669,-59.22049,1445.296,6.956763,-65536,36:13.4,12:58.8,32487784,32487784-010,31mm,EPTank,BSC0051077,335.6,256.4,23.59952,79.2,36:13.4,9/28/2023 12:44,9/28/2023 17:54,0 days 05:09:35,0,1360.9,33,walkep5,*PASS,32487784-010
670,-59.26455,1457.184,6.936819,-65536,54:38.5,14:14.8,32487784,32487784-015,31mm,EPTank,BSC0051077,335.6,256.9,23.45054,78.7,54:38.5,9/28/2023 12:44,9/28/2023 17:54,0 days 05:09:35,0,1360.9,33,walkep5,*PASS,32487784-015
671,-59.26455,1457.184,6.936819,-65536,54:38.5,14:14.8,32487784,32487784-015,31mm,EPTank,BSC0051077,335.6,256.9,23.45054,78.7,54:38.5,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,walkep5,*PASS,32487784-015
672,-58.43537,8553.909,0.4096829,-65537,54:38.5,13:45.6,32487784,32487784-013,31mm,EPTank,BSC0051077,337.7,258.4,23.48238,79.3,54:38.5,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,walkep5,*PASS,32487784-013
673,-59.26304,1424.65,6.915567,-65536,07:32.8,27:34.3,32487688,32487688-001,20mm,EPTank,BSC0051077,176.7,138.3,21.73175,38.4,07:32.8,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,diggsj,*PASS,32487688-001
674,-59.10611,1419.785,6.876823,-65536,07:32.8,27:46.9,32487688,32487688-002,20mm,EPTank,BSC0051077,176.2,137.1,22.19069,39.1,07:32.8,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,diggsj,*PASS,32487688-002
675,-59.39185,1428.035,7.119595,-65536,21:56.8,28:59.5,32487688,32487688-008,20mm,EPTank,BSC0051077,176,137.1,22.10227,38.9,21:56.8,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,diggsj,*PASS,32487688-008
676,-59.0613,1425.064,6.958014,-65536,21:56.8,28:45.7,32487688,32487688-007,20mm,EPTank,BSC0051077,175.7,137.3,21.85544,38.4,21:56.8,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,diggsj,*PASS,32487688-007
677,-59.35801,1458.382,6.956214,-65536,36:38.3,30:28.2,32487688,32487688-015,20mm,EPTank,BSC0051077,176,137.3,21.98864,38.7,36:38.3,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,diggsj,*PASS,32487688-015
678,-59.06834,1429.385,6.586494,-65536,36:38.3,30:13.8,32487688,32487688-013,20mm,EPTank,BSC0051077,175.9,137.7,21.71688,38.2,36:38.3,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,diggsj,*PASS,32487688-013
679,-59.3017,1425.56,6.968883,-65536,54:18.7,33:37.9,32487699,32487699-007,24mm,EPTank,BSC0051077,235.9,183,22.42476,52.9,54:18.7,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,walkep5,*PASS,32487699-007
680,-59.367,1423.045,6.932004,-65536,54:18.7,33:48.8,32487699,32487699-008,24mm,EPTank,BSC0051077,234.6,182.7,22.12276,51.9,54:18.7,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,walkep5,*PASS,32487699-008
681,-59.33476,1435.854,6.954211,-65536,12:09.7,35:05.2,32487699,32487699-013,24mm,EPTank,BSC0051077,235.1,182.9,22.20332,52.2,12:09.7,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,walkep5,*PASS,32487699-013
682,-59.47988,1440.417,6.914861,-65536,12:09.7,34:37.7,32487699,32487699-012,24mm,EPTank,BSC0051077,235.5,183.1,22.25053,52.4,12:09.7,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,walkep5,*PASS,32487699-012
683,-59.45338,1444.696,6.950087,-65536,52:23.9,52:24.2,32487728,32487728-006,24mm,EPTank,BSC0051077,235.9,183.8,22.08563,52.1,52:23.9,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,saywont,*PASS,32487728-006
684,-59.38217,1448.297,6.91892,-65536,52:23.9,52:01.3,32487728,32487728-004,24mm,EPTank,BSC0051077,235.4,183.2,22.17502,52.2,52:23.9,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,saywont,*PASS,32487728-004
685,-59.39352,1455.551,6.828149,-65536,20:22.6,53:26.9,32487728,32487728-011,24mm,EPTank,BSC0051077,233.3,180.9,22.46035,52.4,20:22.6,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,saywont,*PASS,32487728-011
686,-59.0726,1453.549,6.993071,-65536,20:22.6,53:38.8,32487728,32487728-012,24mm,EPTank,BSC0051077,233,181.4,22.14592,51.6,20:22.6,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,saywont,*PASS,32487728-012
687,-59.08702,1436.478,6.932614,-65536,05:42.5,22:40.8,32501853,32501853-001,20mm,EPTank,BSC0051077,176.1,138.2,21.52186,37.9,05:42.5,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,jallohr,*PASS,32501853-001
688,-58.18229,3559.874,19.5707,-65537,05:42.5,22:53.4,32501853,32501853-002,20mm,EPTank,BSC0051077,175.8,137.5,21.78612,38.3,05:42.5,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,jallohr,*PASS,32501853-002
689,-59.37497,1408.894,6.783363,-65536,30:48.4,24:12.5,32501853,32501853-009,20mm,EPTank,BSC0051077,175.6,137.5,21.69704,38.1,30:48.4,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,jallohr,*PASS,32501853-009
690,-59.36806,1423.306,6.852287,-65536,48:22.3,25:05.0,32501853,32501853-015,20mm,EPTank,BSC0051077,175.2,137,21.80365,38.2,48:22.3,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,jallohr,*PASS,32501853-015
691,-59.07338,1425.253,6.921303,-65536,48:22.3,24:53.2,32501853,32501853-013,20mm,EPTank,BSC0051077,176.3,138.2,21.61089,38.1,48:22.3,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,jallohr,*PASS,32501853-013
692,-59.39651,1470.578,6.895073,-65536,32:42.9,11:18.9,32510169,32510169-006,20mm,EPTank,BSC0051077,174.1,137.1,21.25215,37,32:42.9,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,diggsj,*PASS,32510169-006
693,-59.36849,1469.813,6.67991,-65536,32:42.9,10:55.8,32510169,32510169-004,20mm,EPTank,BSC0051077,175.5,137.8,21.48148,37.7,32:42.9,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,diggsj,*PASS,32510169-004
694,-59.29369,1442.848,6.916335,-65536,47:31.9,12:01.8,32510169,32510169-010,20mm,EPTank,BSC0051077,176,138.5,21.30682,37.5,47:31.9,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,diggsj,*PASS,32510169-010
695,-59.32747,1439.52,6.736243,-65536,47:31.9,12:22.8,32510169,32510169-012,20mm,EPTank,BSC0051077,175.6,139,20.84282,36.6,47:31.9,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,diggsj,*PASS,32510169-012
696,-59.11648,1419.612,6.840276,-65536,04:44.9,48:16.6,32487697,32487697-002,24mm,EPTank,BSC0051077,234.6,182.7,22.12276,51.9,04:44.9,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,chanthn,*PASS,32487697-002
697,-58.99078,1488.871,7.402714,-65537,04:44.9,48:28.5,32487697,32487697-003,24mm,EPTank,BSC0051077,234.9,184,21.6688,50.9,04:44.9,9/28/2023 17:54,9/29/2023 3:04,0 days 09:10:25,1,1249.6,34,chanthn,*PASS,32487697-003
698,-58.99078,1488.871,7.402714,-65537,04:44.9,48:28.5,32487697,32487697-003,24mm,EPTank,BSC0051077,234.9,184,21.6688,50.9,04:44.9,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,chanthn,*PASS,32487697-003
699,-59.32053,1440.074,6.963438,-65536,04:56.6,50:05.7,32487697,32487697-010,24mm,EPTank,BSC0051077,235.7,183.2,22.27408,52.5,04:56.6,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,chanthn,*PASS,32487697-010
700,-59.00771,1442.974,6.698136,-65536,04:56.6,50:32.5,32487697,32487697-012,24mm,EPTank,BSC0051077,236.7,184.6,22.01098,52.1,04:56.6,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,chanthn,*PASS,32487697-012
701,-59.29133,1445.867,6.869261,-65536,22:34.7,50:48.7,32487697,32487697-014,24mm,EPTank,BSC0051077,235.3,181.6,22.82193,53.7,22:34.7,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,chanthn,*PASS,32487697-014
702,-59.12889,1440.415,6.736374,-65536,22:34.7,51:16.2,32487697,32487697-015,24mm,EPTank,BSC0051077,234.8,179.4,23.59455,55.4,22:34.7,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,chanthn,*PASS,32487697-015
703,-59.38175,1456.279,7.086541,-65536,40:02.7,24:05.0,32487723,32487723-001,24mm,EPTank,BSC0051077,233.1,178.7,23.33762,54.4,40:02.7,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,jallohr,*PASS,32487723-001
704,-58.56443,1433.813,6.876568,-65536,40:02.7,24:32.3,32487723,32487723-003,24mm,EPTank,BSC0051077,234.7,181.2,22.79506,53.5,40:02.7,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,jallohr,*PASS,32487723-003
705,-59.29959,1420.708,6.978247,-65536,57:38.8,25:27.4,32487723,32487723-006,24mm,EPTank,BSC0051077,234.5,182.1,22.34542,52.4,57:38.8,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,jallohr,*PASS,32487723-006
706,-59.35517,1427.244,6.838138,-65536,57:38.8,25:15.1,32487723,32487723-005,24mm,EPTank,BSC0051077,235.3,180.5,23.28942,54.8,57:38.8,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,jallohr,*PASS,32487723-005
707,-59.36832,1441.938,6.778515,-65536,18:14.1,26:53.7,32487723,32487723-011,24mm,EPTank,BSC0051077,235.3,181.1,23.03442,54.2,18:14.1,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,jallohr,*PASS,32487723-011
708,-59.23227,1443.955,6.961158,-65536,18:14.1,27:09.3,32487723,32487723-012,24mm,EPTank,BSC0051077,235.8,180.7,23.36726,55.1,18:14.1,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,jallohr,*PASS,32487723-012
709,-59.28187,1421.021,7.025048,-65536,11:54.3,54:56.6,32487737,32487737-004,27mm,EPTank,BSC0051077,285.1,216.5,24.06173,68.6,11:54.3,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,saywont,*PASS,32487737-004
710,-59.15395,1414.638,6.825443,-65536,11:54.3,55:49.2,32487737,32487737-006,27mm,EPTank,BSC0051077,286.2,218.1,23.79455,68.1,11:54.3,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,saywont,*PASS,32487737-006
711,-59.37504,1460.476,6.962479,-65536,31:17.8,57:00.8,32487737,32487737-011,27mm,EPTank,BSC0051077,287.1,217.5,24.24242,69.6,31:17.8,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,saywont,*PASS,32487737-011
712,-59.38616,1458.273,7.055116,-65536,31:17.8,56:48.5,32487737,32487737-010,27mm,EPTank,BSC0051077,284.5,215.9,24.11248,68.6,31:17.8,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,saywont,*PASS,32487737-010
713,-59.21269,1432.728,6.766461,-65536,52:36.3,11:25.5,32487726,32487726-003,24mm,EPTank,BSC0051077,234.9,181.4,22.77565,53.5,52:36.3,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,diggsj,WM98 - Crushed Anchor,32487726-003
714,-59.30633,1460.897,6.983527,-65536,52:36.3,09:59.4,32487726,32487726-001,24mm,EPTank,BSC0051077,235.1,181.1,22.96895,54,52:36.3,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,diggsj,WM02-Strut/Tine BrokenCritical,32487726-001
715,-59.3075,1445.744,6.795792,-65536,10:27.1,13:41.0,32487726,32487726-009,24mm,EPTank,BSC0051077,235.9,183,22.42476,52.9,10:27.1,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,diggsj,*PASS,32487726-009
716,-58.40992,1453.111,7.464321,-65537,10:27.1,13:20.3,32487726,32487726-008,24mm,EPTank,BSC0051077,235.3,181.6,22.82193,53.7,10:27.1,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,diggsj,WM98 - Crushed Anchor,32487726-008
717,-59.21854,1414.597,6.870862,-65536,59:21.9,15:12.6,32487694,32487694-002,24mm,EPTank,BSC0051077,234.9,182.8,22.17965,52.1,59:21.9,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,diggsj,*PASS,32487694-002
718,-59.33393,1411.549,6.886024,-65536,59:21.9,16:42.9,32487694,32487694-004,24mm,EPTank,BSC0051077,234.6,182.9,22.03751,51.7,59:21.9,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,diggsj,*PASS,32487694-004
719,-59.30014,1465.005,6.736466,-65536,17:19.3,19:31.2,32487694,32487694-009,24mm,EPTank,BSC0051077,235.2,182.8,22.27891,52.4,17:19.3,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,diggsj,*PASS,32487694-009
720,-59.10388,1441.643,6.852809,-65536,17:19.3,20:26.5,32487694,32487694-010,24mm,EPTank,BSC0051077,235.8,184.2,21.88295,51.6,17:19.3,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,diggsj,*PASS,32487694-010
721,-59.35368,1446.992,7.053678,-65536,35:08.1,22:32.0,32487694,32487694-014,24mm,EPTank,BSC0051077,235.3,182.9,22.26944,52.4,35:08.1,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,diggsj,*PASS,32487694-014
722,-59.40697,1468.21,6.912282,-65536,54:14.5,00:49.9,32487760,32487760-004,27mm,EPTank,BSC0051077,278.2,212.3,23.68799,65.9,54:14.5,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,diggsj,WM98 - Crushed Anchor,32487760-004
723,-59.33917,1460.901,6.900625,-65536,54:14.5,01:32.1,32487760,32487760-006,27mm,EPTank,BSC0051077,284.9,219.1,23.09582,65.8,54:14.5,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,diggsj,*PASS,32487760-006
724,-59.25795,1443.823,6.783778,-65536,13:54.2,03:35.4,32487760,32487760-010,27mm,EPTank,BSC0051077,284.2,217.1,23.61013,67.1,13:54.2,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,diggsj,*PASS,32487760-010
725,-59.27125,1456.496,6.86716,-65536,13:54.2,04:20.4,32487760,32487760-012,27mm,EPTank,BSC0051077,282,215.6,23.5461,66.4,13:54.2,9/29/2023 3:04,9/29/2023 12:51,0 days 09:46:40,1,1603.4,35,diggsj,*PASS,32487760-012
726,-59.24486,1443.976,6.826808,-65536,53:59.8,,32487732,32487732-007,,EPTank,BSC0051077,,,,,53:59.8,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,ekoueba,Implant Already Scrapped,32487732-007
727,-59.09892,1448.96,6.95937,-65536,53:59.8,,32487732,32487732-009,,EPTank,BSC0051077,,,,,53:59.8,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,ekoueba,Implant Already Scrapped,32487732-009
728,-59.16887,1423.822,6.706269,-65536,13:05.4,56:15.3,32487732,32487732-014,27mm,EPTank,BSC0051077,286.1,218.9,23.48829,67.2,13:05.4,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,ekoueba,*PASS,32487732-014
729,-58.85081,1422.992,6.976624,-65536,13:05.4,56:27.7,32487732,32487732-015,27mm,EPTank,BSC0051077,283.7,213.6,24.7092,70.1,13:05.4,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,ekoueba,*PASS,32487732-015
730,-59.15776,1433.437,6.929765,-65536,08:45.7,01:49.2,32501854,32501854-003,20mm,EPTank,BSC0051077,176.1,137.8,21.74901,38.3,08:45.7,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,ekoueba,*PASS,32501854-003
731,-59.32621,1425.652,6.913287,-65536,08:45.7,01:14.9,32501854,32501854-001,20mm,EPTank,BSC0051077,176.9,138.2,21.87677,38.7,08:45.7,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,ekoueba,*PASS,32501854-001
732,-59.01858,1437.527,6.892469,-65536,23:56.3,03:20.8,32501854,32501854-010,20mm,EPTank,BSC0051077,176.2,138,21.67991,38.2,23:56.3,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,ekoueba,*PASS,32501854-010
733,-59.16583,1425.272,6.863883,-65536,23:56.3,03:05.7,32501854,32501854-009,20mm,EPTank,BSC0051077,177.2,137.5,22.40406,39.7,23:56.3,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,ekoueba,*PASS,32501854-009
734,-59.34564,1417.628,6.878366,-65536,41:06.5,04:25.8,32501854,32501854-014,20mm,EPTank,BSC0051077,176.5,138.9,21.30312,37.6,41:06.5,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,ekoueba,*PASS,32501854-014
735,-59.12848,1416.419,6.842214,-65536,41:06.5,04:39.9,32501854,32501854-015,20mm,EPTank,BSC0051077,175.1,136,22.3301,39.1,41:06.5,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,ekoueba,*PASS,32501854-015
736,-59.28296,1433.284,6.788078,-65536,00:25.5,20:21.7,32501765,32501765-004,27mm,EPTank,BSC0051077,284.9,217.3,23.72762,67.6,00:25.5,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,durene,*PASS,32501765-004
737,-59.40865,1431.281,7.105016,-65536,00:25.5,20:45.4,32501765,32501765-007,27mm,EPTank,BSC0051077,286.7,219.8,23.3345,66.9,00:25.5,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,durene,*PASS,32501765-007
738,-59.29354,1420.28,6.968115,-65536,13:07.9,22:20.1,32501765,32501765-015,27mm,EPTank,BSC0051077,282.5,215.1,23.85841,67.4,13:07.9,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,durene,*PASS,32501765-015
739,-59.47665,1418.259,6.787243,-65536,13:07.9,22:09.3,32501765,32501765-014,27mm,EPTank,BSC0051077,284.9,218.1,23.44682,66.8,13:07.9,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,durene,*PASS,32501765-014
740,-59.3024,1399.329,6.809412,-65536,46:56.0,07:41.2,32487764,32487764-001,27mm,EPTank,BSC0051077,284.1,217.3,23.51285,66.8,46:56.0,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,durene,*PASS,32487764-001
741,-59.31308,1402.785,7.157567,-65536,46:56.0,07:56.5,32487764,32487764-002,27mm,EPTank,BSC0051077,286,219,23.42657,67,46:56.0,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,durene,*PASS,32487764-002
742,-59.40459,1439.104,7.063049,-65536,09:07.2,08:54.7,32487764,32487764-006,27mm,EPTank,BSC0051077,285.6,219.5,23.14426,66.1,09:07.2,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,durene,*PASS,32487764-006
743,-59.32352,1441.188,6.834094,-65536,09:07.2,08:21.7,32487764,32487764-004,27mm,EPTank,BSC0051077,285.8,218.6,23.51295,67.2,09:07.2,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,durene,*PASS,32487764-004
744,-59.1887,1467.242,6.981143,-65536,56:58.0,09:13.8,32487764,32487764-007,27mm,EPTank,BSC0051077,286.8,220,23.29149,66.8,56:58.0,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,durene,*PASS,32487764-007
745,-59.36097,1461.694,6.763347,-65536,56:58.0,09:25.2,32487764,32487764-008,27mm,EPTank,BSC0051077,285.4,217.4,23.82621,68,56:58.0,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,durene,*PASS,32487764-008
746,-59.38678,1471.711,6.941838,-65536,15:53.8,10:16.1,32487764,32487764-012,27mm,EPTank,BSC0051077,286,219.6,23.21678,66.4,15:53.8,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,durene,*PASS,32487764-012
747,-59.37149,1483.227,6.82861,-65536,15:53.8,10:02.1,32487764,32487764-011,27mm,EPTank,BSC0051077,285.9,218.2,23.67961,67.7,15:53.8,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,durene,*PASS,32487764-011
748,-59.31252,1464.54,6.58914,-65536,35:38.4,10:27.9,32487764,32487764-013,27mm,EPTank,BSC0051077,286.3,219.7,23.26231,66.6,35:38.4,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,durene,*PASS,32487764-013
749,-59.416,1473.812,7.176744,-65536,35:38.4,10:39.2,32487764,32487764-014,27mm,EPTank,BSC0051077,284.1,217.2,23.54805,66.9,35:38.4,9/29/2023 12:51,9/30/2023 3:21,0 days 14:29:35,1,1307.1,36,durene,*PASS,32487764-014
750,-59.28241,1448.047,6.802263,-65536,27:02.4,13:13.5,32518216,32518216-003,20mm,EPTank,BSC0051077,177.5,138.8,21.80282,38.7,27:02.4,9/30/2023 3:21,9/30/2023 13:07,0 days 09:46:15,1,683.1,37,tiwogra,*PASS,32518216-003
751,-59.26313,1444.993,6.791776,-65536,27:02.4,13:01.0,32518216,32518216-002,20mm,EPTank,BSC0051077,175.2,136.5,22.08904,38.7,27:02.4,9/30/2023 3:21,9/30/2023 13:07,0 days 09:46:15,1,683.1,37,tiwogra,*PASS,32518216-002
752,-59.39153,1435.119,6.88629,-65536,44:14.9,14:18.3,32518216,32518216-007,20mm,EPTank,BSC0051077,175.9,138.2,21.43263,37.7,44:14.9,9/30/2023 3:21,9/30/2023 13:07,0 days 09:46:15,1,683.1,37,tiwogra,*PASS,32518216-007
753,-59.12284,1439.952,6.691247,-65536,44:14.9,14:54.5,32518216,32518216-009,20mm,EPTank,BSC0051077,176.6,138.7,21.46093,37.9,44:14.9,9/30/2023 3:21,9/30/2023 13:07,0 days 09:46:15,1,683.1,37,tiwogra,*PASS,32518216-009
754,-59.32881,1441.773,6.761228,-65536,00:09.2,15:47.7,32518216,32518216-013,20mm,EPTank,BSC0051077,177,138.2,21.9209,38.8,00:09.2,9/30/2023 3:21,9/30/2023 13:07,0 days 09:46:15,1,683.1,37,tiwogra,*PASS,32518216-013
755,-58.28503,3549.95,19.97946,-65537,00:09.2,16:12.0,32518216,32518216-015,20mm,EPTank,BSC0051077,176.9,138.7,21.59412,38.2,00:09.2,9/30/2023 3:21,9/30/2023 13:07,0 days 09:46:15,1,683.1,37,tiwogra,*PASS,32518216-015
756,-59.26544,1459.951,6.725759,-65536,48:49.4,47:51.9,32501612,32501612-001,31mm,EPTank,BSC0051077,335.1,259.7,22.50075,75.4,48:49.4,9/30/2023 3:21,9/30/2023 13:07,0 days 09:46:15,1,683.1,37,babaevv,*PASS,32501612-001
757,-59.39703,1457.158,6.741978,-65536,48:49.4,48:45.4,32501612,32501612-003,31mm,EPTank,BSC0051077,339.4,264.2,22.15675,75.2,48:49.4,9/30/2023 3:21,9/30/2023 13:07,0 days 09:46:15,1,683.1,37,babaevv,*PASS,32501612-003
758,-59.28441,1444.093,6.7888,-65536,07:37.2,50:45.1,32501612,32501612-008,31mm,EPTank,BSC0051077,338,261.6,22.60355,76.4,07:37.2,9/30/2023 3:21,9/30/2023 13:07,0 days 09:46:15,1,683.1,37,babaevv,*PASS,32501612-008
759,-59.32616,1435.139,6.830201,-65536,07:37.2,51:41.3,32501612,32501612-009,31mm,EPTank,BSC0051077,336.4,262.2,22.05707,74.2,07:37.2,9/30/2023 3:21,9/30/2023 13:07,0 days 09:46:15,1,683.1,37,babaevv,*PASS,32501612-009
760,-59.26017,1442.826,6.757915,-65536,30:07.5,53:35.9,32501612,32501612-014,31mm,EPTank,BSC0051077,336.6,260.7,22.54902,75.9,30:07.5,9/30/2023 3:21,9/30/2023 13:07,0 days 09:46:15,1,683.1,37,babaevv,*PASS,32501612-014
761,-59.26734,1434.522,6.870251,-65536,30:07.5,53:09.8,32501612,32501612-013,31mm,EPTank,BSC0051077,337.8,261.8,22.49852,76,30:07.5,9/30/2023 3:21,9/30/2023 13:07,0 days 09:46:15,1,683.1,37,babaevv,WM34-Tweezers Mark/ContactMark,32501612-013
762,-59.42588,1410.266,6.705705,-65536,42:56.0,22:02.3,32487761,32487761-010,27mm,EPTank,BSC0051077,286,217.8,23.84615,68.2,42:56.0,9/30/2023 13:07,10/1/2023 3:47,0 days 14:40:00,0,601.7,38,mustapm,*PASS,32487761-010
763,-58.82733,1410.016,6.812168,-65536,42:56.0,22:44.5,32487761,32487761-012,27mm,EPTank,BSC0051077,285.5,218.9,23.3275,66.6,42:56.0,9/30/2023 13:07,10/1/2023 3:47,0 days 14:40:00,0,601.7,38,mustapm,*PASS,32487761-012
