Counter,Tank1EPProcessTemperature,Tank1EPPumpSpeed,Tank1EPPumpFlow,Tank1ResisChk,EPEndRunDT,EPMassEndRunDT,BatchNo,PartName,Size,ProcessEntity,EP EQR,Start Mass,Final Mass,Percent Rem,Qty Rem,EPEndRunDT_CST,start_tank_chg,end_tank_chg,tank_chg_period,conduc_test_count,total_period_mass,group_index,fi_submitter_name,UnitDispo,Part
565,-59.0123,1457.377,6.779671,-65536,47:40.4,,32468332,32468332-015,,EPTank,BSC0051077,,,,,47:40.4,9/26/2023 9:26,9/26/2023 20:42,0 days 11:16:15,1,685.8,27,chanthn,Implant Already Scrapped,32468332-015
566,-59.40141,1431.229,7.02823,-65536,02:33.6,37:53.6,32446165,32446165-006,20mm,EPTank,BSC0051077,173.8,134.6,22.55466,39.2,02:33.6,9/26/2023 9:26,9/26/2023 20:42,0 days 11:16:15,1,685.8,27,clunisb,*PASS,32446165-006
567,-59.02826,1442.145,6.806746,-65536,02:33.6,37:40.5,32446165,32446165-005,20mm,EPTank,BSC0051077,173,135.1,21.90751,37.9,02:33.6,9/26/2023 9:26,9/26/2023 20:42,0 days 11:16:15,1,685.8,27,clunisb,WM34-Tweezers Mark/ContactMark,32446165-005
568,-59.32196,1436.988,7.059681,-65536,17:45.7,39:09.6,32446165,32446165-011,20mm,EPTank,BSC0051077,173.7,135.7,21.8768,38,17:45.7,9/26/2023 9:26,9/26/2023 20:42,0 days 11:16:15,1,685.8,27,clunisb,*PASS,32446165-011
569,-59.26931,1413.694,7.023745,-65536,17:45.7,39:40.8,32446165,32446165-013,20mm,EPTank,BSC0051077,174.8,136.1,22.13959,38.7,17:45.7,9/26/2023 9:26,9/26/2023 20:42,0 days 11:16:15,1,685.8,27,clunisb,WM34-Tweezers Mark/ContactMark,32446165-013
570,-59.17617,1439.58,6.913899,-65536,31:48.2,38:59.1,32446166,32446166-001,20mm,EPTank,BSC0051077,176.1,137.5,21.91936,38.6,31:48.2,9/26/2023 9:26,9/26/2023 20:42,0 days 11:16:15,1,685.8,27,adjork,*PASS,32446166-001
571,-58.3541,3720.98,19.7601,-65537,31:48.2,39:11.5,32446166,32446166-002,20mm,EPTank,BSC0051077,175.2,136.2,22.26027,39,31:48.2,9/26/2023 9:26,9/26/2023 20:42,0 days 11:16:15,1,685.8,27,adjork,*PASS,32446166-002
572,-59.21576,1401.41,6.81425,-65536,38:23.7,,32446166,32446166-007,,EPTank,BSC0051077,,,,,38:23.7,9/26/2023 9:26,9/26/2023 20:42,0 days 11:16:15,1,685.8,27,adjork,Implant Already Scrapped,32446166-007
573,-59.31634,1403.682,6.893517,-65536,38:23.7,40:38.5,32446166,32446166-009,20mm,EPTank,BSC0051077,176,138.1,21.53409,37.9,38:23.7,9/26/2023 9:26,9/26/2023 20:42,0 days 11:16:15,1,685.8,27,adjork,*PASS,32446166-009
574,-59.06364,1417.042,6.850623,-65536,53:01.2,40:51.0,32446166,32446166-010,20mm,EPTank,BSC0051077,176.2,138.3,21.50965,37.9,53:01.2,9/26/2023 9:26,9/26/2023 20:42,0 days 11:16:15,1,685.8,27,adjork,*PASS,32446166-010
575,-59.17231,1419.243,6.835118,-65536,53:01.2,41:09.1,32446166,32446166-011,20mm,EPTank,BSC0051077,175.9,137.8,21.66003,38.1,53:01.2,9/26/2023 9:26,9/26/2023 20:42,0 days 11:16:15,1,685.8,27,adjork,*PASS,32446166-011
576,-59.30197,1431.643,6.944051,-65536,42:52.2,,32475482,32475482-004,,EPTank,BSC0051077,,,,,42:52.2,9/26/2023 20:42,9/27/2023 9:24,0 days 12:41:40,1,229,28,adjork,Implant Already Scrapped,32475482-004
577,-59.22238,1432.751,6.870836,-65536,42:52.2,,32475482,32475482-005,,EPTank,BSC0051077,,,,,42:52.2,9/26/2023 20:42,9/27/2023 9:24,0 days 12:41:40,1,229,28,adjork,Implant Already Scrapped,32475482-005
578,-59.06321,1430.819,6.901221,-65536,44:02.0,,32475482,32475482-010,,EPTank,BSC0051077,,,,,44:02.0,9/26/2023 20:42,9/27/2023 9:24,0 days 12:41:40,1,229,28,adjork,Implant Already Scrapped,32475482-010
579,-58.74485,24.05277,0.4159107,-65536,44:02.0,,32475482,32475482-011,,EPTank,BSC0051077,,,,,44:02.0,9/26/2023 20:42,9/27/2023 9:24,0 days 12:41:40,1,229,28,adjork,Implant Already Scrapped,32475482-011
580,-59.09138,1411.009,6.823574,-65536,25:11.3,25:12.2,32468380,32468380-002,20mm,EPTank,BSC0051077,174.5,136.1,22.00573,38.4,25:11.3,9/26/2023 20:42,9/27/2023 9:24,0 days 12:41:40,1,229,28,yangs86,*PASS,32468380-002
581,-59.16638,1432.687,6.879375,-65536,25:11.3,24:54.4,32468380,32468380-001,20mm,EPTank,BSC0051077,173.7,135.9,21.76166,37.8,25:11.3,9/26/2023 20:42,9/27/2023 9:24,0 days 12:41:40,1,229,28,yangs86,*PASS,32468380-001
582,-59.30633,1412.988,6.803917,-65536,39:52.1,27:17.6,32468380,32468380-009,20mm,EPTank,BSC0051077,176,138.1,21.53409,37.9,39:52.1,9/26/2023 20:42,9/27/2023 9:24,0 days 12:41:40,1,229,28,yangs86,*PASS,32468380-009
583,-59.44139,1422.101,6.96503,-65536,39:52.1,26:55.9,32468380,32468380-008,20mm,EPTank,BSC0051077,173.6,135,22.23502,38.6,39:52.1,9/26/2023 20:42,9/27/2023 9:24,0 days 12:41:40,1,229,28,yangs86,*PASS,32468380-008
584,-59.33851,1440.484,6.969818,-65536,54:33.7,28:47.2,32468380,32468380-015,20mm,EPTank,BSC0051077,174.7,136.3,21.98054,38.4,54:33.7,9/26/2023 20:42,9/27/2023 9:24,0 days 12:41:40,1,229,28,yangs86,*PASS,32468380-015
585,-58.90474,1450.489,6.722717,-65536,54:33.7,28:30.8,32468380,32468380-014,20mm,EPTank,BSC0051077,175.1,137.2,21.64477,37.9,54:33.7,9/26/2023 20:42,9/27/2023 9:24,0 days 12:41:40,1,229,28,yangs86,*PASS,32468380-014
586,-58.81411,1666.107,6.880116,-65536,11:42.8,33:16.2,32456536,32456536-015,20mm,EPTank,BSC0051077,172.6,134.4,22.1321,38.2,11:42.8,9/27/2023 9:24,9/27/2023 14:27,0 days 05:03:20,0,281.6,29,leej82,*PASS,32456536-015
587,-58.94931,1666.858,7.006455,-65536,11:42.8,30:00.4,32456536,32456536-013,20mm,EPTank,BSC0051077,172.7,133.6,22.64042,39.1,11:42.8,9/27/2023 9:24,9/27/2023 14:27,0 days 05:03:20,0,281.6,29,leej82,WM34-Tweezers Mark/ContactMark,32456536-013
588,-59.37951,1675.978,6.887092,-65536,44:31.5,47:03.8,32475481,32475481-004,20mm,EPTank,BSC0051077,175.9,135.7,22.85389,40.2,44:31.5,9/27/2023 9:24,9/27/2023 14:27,0 days 05:03:20,0,281.6,29,yans1,*PASS,32475481-004
589,-59.26355,1675.845,6.840606,-65536,44:31.5,46:42.5,32475481,32475481-003,20mm,EPTank,BSC0051077,176.1,134.7,23.50937,41.4,44:31.5,9/27/2023 9:24,9/27/2023 14:27,0 days 05:03:20,0,281.6,29,yans1,*PASS,32475481-003
590,-59.44379,1690.794,6.904499,-65536,04:19.7,49:19.5,32475481,32475481-010,20mm,EPTank,BSC0051077,175.3,134,23.55961,41.3,04:19.7,9/27/2023 9:24,9/27/2023 14:27,0 days 05:03:20,0,281.6,29,yans1,*PASS,32475481-010
591,-59.08826,1695.342,6.956025,-65536,04:19.7,49:02.6,32475481,32475481-008,20mm,EPTank,BSC0051077,174.9,134.5,23.09891,40.4,04:19.7,9/27/2023 9:24,9/27/2023 14:27,0 days 05:03:20,0,281.6,29,yans1,*PASS,32475481-008
592,-58.96526,1662.914,6.764666,-65536,19:00.8,50:26.1,32475481,32475481-015,20mm,EPTank,BSC0051077,174.3,133.3,23.52266,41,19:00.8,9/27/2023 9:24,9/27/2023 14:27,0 days 05:03:20,0,281.6,29,yans1,Implant Already Scrapped,32475481-015
593,-59.3002,1477.245,6.584359,-65536,47:12.9,34:36.1,32475383,32475383-004,31mm,EPTank,BSC0051077,336.3,259.4,22.86649,76.9,47:12.9,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,abdiz6,*PASS,32475383-004
594,-59.36331,1463.529,6.773055,-65536,47:12.9,35:03.3,32475383,32475383-006,31mm,EPTank,BSC0051077,334.8,258.1,22.9092,76.7,47:12.9,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,abdiz6,*PASS,32475383-006
595,-59.28238,1469.996,6.852703,-65536,05:49.1,37:55.7,32475383,32475383-011,31mm,EPTank,BSC0051077,336.6,256.9,23.67796,79.7,05:49.1,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,abdiz6,*PASS,32475383-011
596,-59.22591,1428.682,8.787148,-65536,05:49.1,37:42.7,32475383,32475383-010,31mm,EPTank,BSC0051077,333.1,255.5,23.29631,77.6,05:49.1,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,abdiz6,*PASS,32475383-010
597,-59.40078,1450.567,6.848641,-65536,20:24.5,12:37.2,32501851,32501851-002,20mm,EPTank,BSC0051077,174.6,135.1,22.62314,39.5,20:24.5,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,yans1,*PASS,32501851-002
598,-59.00791,1450.5,6.956397,-65536,20:24.5,12:22.8,32501851,32501851-001,20mm,EPTank,BSC0051077,175.5,135.9,22.5641,39.6,20:24.5,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,yans1,*PASS,32501851-001
599,-59.43006,1446.525,6.960164,-65536,35:37.7,14:15.6,32501851,32501851-009,20mm,EPTank,BSC0051077,175.4,137.1,21.8358,38.3,35:37.7,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,yans1,*PASS,32501851-009
600,-59.31833,1442.714,6.947272,-65536,35:37.7,13:48.8,32501851,32501851-007,20mm,EPTank,BSC0051077,175.5,136.4,22.2792,39.1,35:37.7,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,yans1,*PASS,32501851-007
601,-59.40366,1444.586,6.899467,-65536,50:44.5,15:11.9,32501851,32501851-013,20mm,EPTank,BSC0051077,176.3,138,21.72433,38.3,50:44.5,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,yans1,*PASS,32501851-013
602,-58.99766,1466.176,6.915411,-65536,50:44.5,15:26.8,32501851,32501851-014,20mm,EPTank,BSC0051077,174.9,136.2,22.12693,38.7,50:44.5,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,yans1,*PASS,32501851-014
603,-59.28205,1468.142,6.773339,-65536,10:03.8,43:37.2,32468385,32468385-004,27mm,EPTank,BSC0051077,283.6,215.62,23.97038,67.98,10:03.8,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,gobindp,*PASS,32468385-004
604,-59.32831,1450.93,6.956284,-65536,10:03.8,44:17.1,32468385,32468385-006,27mm,EPTank,BSC0051077,286.4,219.17,23.47416,67.23,10:03.8,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,gobindp,*PASS,32468385-006
605,-59.36456,1448.306,6.6557,-65536,30:32.2,49:25.8,32468385,32468385-009,27mm,EPTank,BSC0051077,284.7,217.57,23.57921,67.13,30:32.2,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,gobindp,*PASS,32468385-009
606,-59.28756,1451.249,7.076494,-65536,30:32.2,49:03.5,32468385,32468385-008,27mm,EPTank,BSC0051077,283.8,215.41,24.09796,68.39,30:32.2,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,gobindp,*PASS,32468385-008
607,-59.24482,1454.786,6.861197,-65536,01:23.4,51:30.1,32468385,32468385-012,27mm,EPTank,BSC0051077,284.3,216.79,23.74604,67.51,01:23.4,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,gobindp,*PASS,32468385-012
608,-59.36047,1438.966,6.692021,-65536,01:23.4,49:59.2,32468385,32468385-010,27mm,EPTank,BSC0051077,283.5,216.11,23.77072,67.39,01:23.4,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,gobindp,*PASS,32468385-010
609,-59.41401,1415.389,6.872292,-65536,16:21.6,34:47.1,32475483,32475483-002,20mm,EPTank,BSC0051077,174.4,135.53,22.28784,38.87,16:21.6,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,yans1,*PASS,32475483-002
610,-59.28779,1414.03,6.729935,-65536,16:21.6,34:26.1,32475483,32475483-001,20mm,EPTank,BSC0051077,175.9,137.43,21.87038,38.47,16:21.6,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,yans1,*PASS,32475483-001
611,-59.42068,1450.474,6.985251,-65536,31:00.9,37:07.7,32475483,32475483-008,20mm,EPTank,BSC0051077,175.9,137.62,21.76236,38.28,31:00.9,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,yans1,*PASS,32475483-008
612,-59.08769,1454.801,7.041899,-65536,31:00.9,37:55.2,32475483,32475483-010,20mm,EPTank,BSC0051077,175.3,137.29,21.68283,38.01,31:00.9,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,yans1,*PASS,32475483-010
613,-59.03968,1460.24,6.796299,-65536,45:42.4,39:52.5,32475483,32475483-014,20mm,EPTank,BSC0051077,176.1,137.99,21.64111,38.11,45:42.4,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,yans1,*PASS,32475483-014
614,-57.934,3670.987,19.95909,-65537,45:42.4,40:13.4,32475483,32475483-015,20mm,EPTank,BSC0051077,175.9,137.43,21.87038,38.47,45:42.4,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,yans1,Implant Already Scrapped,32475483-015
615,-59.12676,1433.688,6.906742,-65536,34:31.9,33:01.3,32487691,32487691-005,20mm,EPTank,BSC0051077,172.3,137.9,19.96518,34.4,34:31.9,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,yans1,*PASS,32487691-005
616,-59.20335,1449.568,6.841197,-65536,34:31.9,33:16.0,32487691,32487691-006,20mm,EPTank,BSC0051077,175.6,134.3,23.51936,41.3,34:31.9,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,yans1,*PASS,32487691-006
617,-59.19017,1438.524,6.940995,-65536,49:05.7,33:46.2,32487691,32487691-008,20mm,EPTank,BSC0051077,175.5,136.7,22.10826,38.8,49:05.7,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,yans1,*PASS,32487691-008
618,-59.2039,1432.536,6.848401,-65536,49:05.7,34:02.4,32487691,32487691-009,20mm,EPTank,BSC0051077,175.6,138.3,21.24146,37.3,49:05.7,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,yans1,*PASS,32487691-009
619,-59.24389,1432.459,6.851455,-65536,03:37.2,30:33.2,32487690,32487690-003,20mm,EPTank,BSC0051077,176.6,139.3,21.12118,37.3,03:37.2,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,yans1,*PASS,32487690-003
620,-59.28188,1437.931,6.577553,-65536,03:37.2,29:48.6,32487690,32487690-001,20mm,EPTank,BSC0051077,174.4,136.4,21.78899,38,03:37.2,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,yans1,*PASS,32487690-001
621,-59.35911,1411.97,6.926301,-65536,19:08.5,32:23.8,32487690,32487690-006,20mm,EPTank,BSC0051077,176.7,139.3,21.16582,37.4,19:08.5,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,yans1,*PASS,32487690-006
622,-59.04592,1404.459,7.0448,-65536,19:08.5,31:10.0,32487690,32487690-004,20mm,EPTank,BSC0051077,174.8,137,21.62471,37.8,19:08.5,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,yans1,*PASS,32487690-004
623,-59.21273,1475.954,6.864673,-65536,34:14.1,34:34.3,32487690,32487690-012,20mm,EPTank,BSC0051077,176.1,138.5,21.3515,37.6,34:14.1,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,yans1,*PASS,32487690-012
624,-59.19592,1474.869,6.940014,-65536,34:14.1,34:15.4,32487690,32487690-011,20mm,EPTank,BSC0051077,175.3,137.2,21.73417,38.1,34:14.1,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,yans1,*PASS,32487690-011
625,-59.3106,1467.493,6.965877,-65536,50:35.5,22:40.8,32487692,32487692-002,20mm,EPTank,BSC0051077,174.6,136.3,21.93585,38.3,50:35.5,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,walkep5,*PASS,32487692-002
626,-59.47536,1466.408,6.797354,-65536,50:35.5,22:07.2,32487692,32487692-001,20mm,EPTank,BSC0051077,174.4,136.9,21.50229,37.5,50:35.5,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,walkep5,*PASS,32487692-001
627,-59.3124,1433.361,6.728094,-65536,07:08.4,25:07.3,32487692,32487692-011,20mm,EPTank,BSC0051077,176.2,138.8,21.22588,37.4,07:08.4,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,walkep5,*PASS,32487692-011
628,-59.19227,1427.642,6.926508,-65536,07:08.4,25:38.8,32487692,32487692-012,20mm,EPTank,BSC0051077,175.9,138.6,21.20523,37.3,07:08.4,9/27/2023 14:27,9/28/2023 0:25,0 days 09:57:30,1,1708.74,30,walkep5,*PASS,32487692-012
629,-59.08122,1447.519,6.962491,-65536,21:55.7,56:23.7,32475416,32475416-004,24mm,EPTank,BSC0051077,235.5,183.95,21.8896,51.55,21:55.7,9/28/2023 0:25,9/28/2023 7:08,0 days 06:43:45,0,487.72,31,gobindp,*PASS,32475416-004
630,-59.14298,1442.539,6.890665,-65536,21:55.7,57:17.7,32475416,32475416-006,24mm,EPTank,BSC0051077,234,182.74,21.90598,51.26,21:55.7,9/28/2023 0:25,9/28/2023 7:08,0 days 06:43:45,0,487.72,31,gobindp,*PASS,32475416-006
631,-59.14468,1436.548,6.924172,-65536,39:50.2,59:16.7,32475416,32475416-011,24mm,EPTank,BSC0051077,234.1,181.91,22.29389,52.19,39:50.2,9/28/2023 0:25,9/28/2023 7:08,0 days 06:43:45,0,487.72,31,gobindp,*PASS,32475416-011
632,-59.21491,1432.001,6.896511,-65536,39:50.2,59:36.2,32475416,32475416-012,24mm,EPTank,BSC0051077,235,184,21.70213,51,39:50.2,9/28/2023 0:25,9/28/2023 7:08,0 days 06:43:45,0,487.72,31,gobindp,*PASS,32475416-012
633,-59.47972,1411.308,7.10312,-65536,58:10.5,,32475418,32475418-003,,EPTank,BSC0051077,,,,,58:10.5,9/28/2023 0:25,9/28/2023 7:08,0 days 06:43:45,0,487.72,31,diggsj,Implant Already Scrapped,32475418-003
634,-59.1392,1419.036,6.916339,-65536,58:10.5,,32475418,32475418-001,,EPTank,BSC0051077,,,,,58:10.5,9/28/2023 0:25,9/28/2023 7:08,0 days 06:43:45,0,487.72,31,diggsj,Implant Already Scrapped,32475418-001
635,-59.47179,1435.255,6.78332,-65536,16:34.0,14:46.2,32475418,32475418-007,24mm,EPTank,BSC0051077,234.9,183.72,21.78799,51.18,16:34.0,9/28/2023 0:25,9/28/2023 7:08,0 days 06:43:45,0,487.72,31,diggsj,WM98 - Crushed Anchor,32475418-007
636,-59.49222,1451.324,6.938828,-65536,16:34.0,15:08.6,32475418,32475418-009,24mm,EPTank,BSC0051077,235.6,183.94,21.92699,51.66,16:34.0,9/28/2023 0:25,9/28/2023 7:08,0 days 06:43:45,0,487.72,31,diggsj,WM02-Strut/Tine BrokenCritical,32475418-009
637,-59.36501,1423.4,7.019948,-65536,49:59.0,15:57.3,32475418,32475418-011,24mm,EPTank,BSC0051077,234.1,183.01,21.82401,51.09,49:59.0,9/28/2023 0:25,9/28/2023 7:08,0 days 06:43:45,0,487.72,31,diggsj,*PASS,32475418-011
638,-58.97591,1420.129,6.943818,-65536,49:59.0,16:20.6,32475418,32475418-012,24mm,EPTank,BSC0051077,233.9,182.32,22.05216,51.58,49:59.0,9/28/2023 0:25,9/28/2023 7:08,0 days 06:43:45,0,487.72,31,diggsj,WM02-Strut/Tine BrokenCritical,32475418-012
639,-59.15332,1445.139,6.80434,-65536,09:01.7,54:59.8,32475384,32475384-002,31mm,EPTank,BSC0051077,338,261.79,22.54734,76.21,09:01.7,9/28/2023 0:25,9/28/2023 7:08,0 days 06:43:45,0,487.72,31,jallohr,*PASS,32475384-002
640,-59.15332,1445.139,6.80434,-65536,09:01.7,54:59.8,32475384,32475384-002,31mm,EPTank,BSC0051077,338,261.79,22.54734,76.21,09:01.7,9/28/2023 7:08,9/28/2023 12:44,0 days 05:35:50,0,822.59,32,jallohr,*PASS,32475384-002
641,-58.48775,1495.337,7.194484,-65537,09:01.7,54:43.8,32475384,32475384-001,31mm,EPTank,BSC0051077,336.5,261.09,22.4101,75.41,09:01.7,9/28/2023 7:08,9/28/2023 12:44,0 days 05:35:50,0,822.59,32,jallohr,*PASS,32475384-001
642,-59.47797,1432.208,6.931173,-65536,26:16.7,59:17.4,32475384,32475384-014,31mm,EPTank,BSC0051077,338.9,260.99,22.98908,77.91,26:16.7,9/28/2023 7:08,9/28/2023 12:44,0 days 05:35:50,0,822.59,32,jallohr,*PASS,32475384-014
643,-58.53561,1417.184,6.919402,-65536,26:16.7,59:50.4,32475384,32475384-015,31mm,EPTank,BSC0051077,336.7,255.13,24.22631,81.57,26:16.7,9/28/2023 7:08,9/28/2023 12:44,0 days 05:35:50,0,822.59,32,jallohr,*PASS,32475384-015
644,-59.42656,1439.833,7.001378,-65536,45:23.6,29:30.9,32428233,32428233-004,35mm,EPTank,BSC0051077,397.2,312.11,21.42246,85.09,45:23.6,9/28/2023 7:08,9/28/2023 12:44,0 days 05:35:50,0,822.59,32,jallohr,*PASS,32428233-004
645,-58.96553,1441.668,6.811017,-65536,45:23.6,29:50.6,32428233,32428233-005,35mm,EPTank,BSC0051077,397,309.53,22.03275,87.47,45:23.6,9/28/2023 7:08,9/28/2023 12:44,0 days 05:35:50,0,822.59,32,jallohr,*PASS,32428233-005
646,-59.36199,1400.582,7.034071,-65536,03:18.9,32:17.5,32428233,32428233-011,35mm,EPTank,BSC0051077,396,308.75,22.03283,87.25,03:18.9,9/28/2023 7:08,9/28/2023 12:44,0 days 05:35:50,0,822.59,32,jallohr,*PASS,32428233-011
647,-59.22419,1430.189,6.892118,-65536,03:18.9,31:56.3,32428233,32428233-010,35mm,EPTank,BSC0051077,396.2,311.39,21.40586,84.81,03:18.9,9/28/2023 7:08,9/28/2023 12:44,0 days 05:35:50,0,822.59,32,jallohr,*PASS,32428233-010
648,-59.40739,1400.491,6.980698,-65536,01:20.6,,32445178,32445178-004,,EPTank,BSC0051077,,,,,01:20.6,9/28/2023 7:08,9/28/2023 12:44,0 days 05:35:50,0,822.59,32,jallohr,Implant Already Scrapped,32445178-004
649,-59.28069,1426.48,6.922499,-65536,01:20.6,40:55.9,32445178,32445178-006,35mm,EPTank,BSC0051077,394.2,310.65,21.19482,83.55,01:20.6,9/28/2023 7:08,9/28/2023 12:44,0 days 05:35:50,0,822.59,32,jallohr,*PASS,32445178-006
650,-59.41444,1431.665,6.840931,-65536,54:24.5,42:35.6,32445178,32445178-012,35mm,EPTank,BSC0051077,396.5,313.18,21.01387,83.32,54:24.5,9/28/2023 7:08,9/28/2023 12:44,0 days 05:35:50,0,822.59,32,jallohr,*PASS,32445178-012
651,-59.04965,1436.002,6.907446,-65536,54:24.5,,32445178,32445178-010,,EPTank,BSC0051077,,,,,54:24.5,9/28/2023 7:08,9/28/2023 12:44,0 days 05:35:50,0,822.59,32,jallohr,Implant Already Scrapped,32445178-010
652,-59.39596,1432.519,6.748275,-65536,27:12.3,45:53.4,32475419,32475419-003,24mm,EPTank,BSC0051077,235.7,182.6,22.52864,53.1,27:12.3,9/28/2023 12:44,9/28/2023 17:54,0 days 05:09:35,0,1360.9,33,walkep5,*PASS,32475419-003
653,-58.58529,1445.501,6.783369,-65536,27:12.3,45:24.6,32475419,32475419-001,24mm,EPTank,BSC0051077,235.1,180.6,23.18162,54.5,27:12.3,9/28/2023 12:44,9/28/2023 17:54,0 days 05:09:35,0,1360.9,33,walkep5,*PASS,32475419-001
654,-59.46025,1491.399,6.82081,-65536,44:48.9,47:12.5,32475419,32475419-009,24mm,EPTank,BSC0051077,235.4,181.3,22.98216,54.1,44:48.9,9/28/2023 12:44,9/28/2023 17:54,0 days 05:09:35,0,1360.9,33,walkep5,*PASS,32475419-009
655,-58.71631,1486.791,6.93356,-65536,44:48.9,46:46.7,32475419,32475419-007,24mm,EPTank,BSC0051077,234.1,179.1,23.49423,55,44:48.9,9/28/2023 12:44,9/28/2023 17:54,0 days 05:09:35,0,1360.9,33,walkep5,*PASS,32475419-007
656,-59.3736,1454.643,6.898139,-65536,04:04.2,01:51.8,32475393,32475393-002,27mm,EPTank,BSC0051077,285.1,212.5,25.46475,72.6,04:04.2,9/28/2023 12:44,9/28/2023 17:54,0 days 05:09:35,0,1360.9,33,walkep5,*PASS,32475393-002
657,-59.2624,1453.062,6.823245,-65536,04:04.2,02:03.1,32475393,32475393-003,27mm,EPTank,BSC0051077,284.8,214.9,24.54354,69.9,04:04.2,9/28/2023 12:44,9/28/2023 17:54,0 days 05:09:35,0,1360.9,33,walkep5,*PASS,32475393-003
658,-59.29869,1420.881,7.041827,-65536,23:38.5,03:41.1,32475393,32475393-009,27mm,EPTank,BSC0051077,286,212.2,25.8042,73.8,23:38.5,9/28/2023 12:44,9/28/2023 17:54,0 days 05:09:35,0,1360.9,33,walkep5,*PASS,32475393-009
659,-59.46119,1439.605,6.945433,-65536,23:38.5,02:52.5,32475393,32475393-007,27mm,EPTank,BSC0051077,283.2,212.2,25.07062,71,23:38.5,9/28/2023 12:44,9/28/2023 17:54,0 days 05:09:35,0,1360.9,33,walkep5,*PASS,32475393-007
660,-59.34053,1463.274,7.042862,-65536,43:32.5,04:57.0,32475393,32475393-015,27mm,EPTank,BSC0051077,285.7,214.2,25.02625,71.5,43:32.5,9/28/2023 12:44,9/28/2023 17:54,0 days 05:09:35,0,1360.9,33,walkep5,*PASS,32475393-015
661,-59.2769,1460.491,7.021913,-65536,43:32.5,04:40.7,32475393,32475393-014,27mm,EPTank,BSC0051077,285.2,214.3,24.85975,70.9,43:32.5,9/28/2023 12:44,9/28/2023 17:54,0 days 05:09:35,0,1360.9,33,walkep5,*PASS,32475393-014
662,-59.33129,1428.792,6.853733,-65536,39:20.5,11:00.4,32487784,32487784-003,31mm,EPTank,BSC0051077,337.6,258.1,23.54858,79.5,39:20.5,9/28/2023 12:44,9/28/2023 17:54,0 days 05:09:35,0,1360.9,33,walkep5,*PASS,32487784-003
663,-59.33118,1420.115,6.900423,-65536,39:20.5,10:32.0,32487784,32487784-001,31mm,EPTank,BSC0051077,336.3,256.1,23.84775,80.2,39:20.5,9/28/2023 12:44,9/28/2023 17:54,0 days 05:09:35,0,1360.9,33,walkep5,*PASS,32487784-001
664,-59.329,1422.885,6.934173,-65536,58:41.5,11:49.5,32487784,32487784-006,31mm,EPTank,BSC0051077,337.6,258.5,23.43009,79.1,58:41.5,9/28/2023 12:44,9/28/2023 17:54,0 days 05:09:35,0,1360.9,33,walkep5,*PASS,32487784-006
